date,state,district,total_enrolments,biometric_updates,demographic_updates,anomaly_score
2025-10-19,Punjab,S.A.S Nagar(Mohali),1,0.0,6.0,-0.22224875601709543
2025-10-19,Punjab,SAS Nagar (Mohali),30,0.0,69.0,-0.20598119456868869
2025-10-19,Punjab,Sangrur,21,0.0,67.0,-0.20693337477410245
2025-10-19,Punjab,Shaheed Bhagat Singh Nagar,5,0.0,17.0,-0.22002634292235967
2025-10-19,Punjab,Sri Muktsar Sahib,7,0.0,12.0,-0.22325404542908117
2025-10-19,Punjab,Tarn Taran,32,0.0,32.0,-0.21339357045308843
2025-10-19,Rajasthan,Ajmer,98,0.0,82.0,-0.1932130982216278
2025-10-19,Rajasthan,Alwar,216,0.0,110.0,-0.13039620098283777
2025-10-19,Rajasthan,Banswara,49,0.0,48.0,-0.20888507729728173
2025-10-19,Rajasthan,Baran,43,0.0,18.0,-0.21670671675115238
2025-10-19,Rajasthan,Barmer,150,0.0,49.0,-0.17073441737358303
2025-10-19,Rajasthan,Bharatpur,144,0.0,20.0,-0.17838794241893824
2025-10-19,Rajasthan,Bhilwara,99,0.0,32.0,-0.19956119508267894
2025-10-19,Rajasthan,Bikaner,80,0.0,51.0,-0.20247730489349264
2025-10-19,Rajasthan,Bundi,48,0.0,16.0,-0.21690368412771588
2025-10-19,Rajasthan,Chittaurgarh,1,0.0,5.0,-0.22128515632621115
2025-10-19,Rajasthan,Chittorgarh,26,0.0,20.0,-0.22097174244883694
2025-10-19,Rajasthan,Churu,84,0.0,40.0,-0.2035165453595819
2025-10-19,Rajasthan,Dausa,48,0.0,34.0,-0.21322847919589605
2025-10-19,Rajasthan,Dholpur,50,0.0,26.0,-0.2144738307308513
2025-10-19,Rajasthan,Dungarpur,53,0.0,57.0,-0.20694549085973457
2025-10-19,Rajasthan,Ganganagar,45,0.0,97.0,-0.199388631887642
2025-10-19,Rajasthan,Hanumangarh,34,0.0,15.0,-0.21976638371866708
2025-10-19,Rajasthan,Jaipur,200,0.0,83.0,-0.13848198264744838
2025-10-19,Rajasthan,Jaisalmer,31,0.0,15.0,-0.220564612764377
2025-10-19,Rajasthan,Jalor,87,0.0,24.0,-0.20595207036900304
2025-10-19,Rajasthan,Jhalawar,46,0.0,23.0,-0.21757426348151498
2025-10-19,Rajasthan,Jhunjhunu,4,0.0,3.0,-0.22522173802033085
2025-10-19,Rajasthan,Jhunjhunun,96,0.0,32.0,-0.20025396640357856
2025-10-19,Rajasthan,Jodhpur,147,0.0,117.0,-0.16853255221929053
2025-10-19,Rajasthan,Karauli,70,0.0,34.0,-0.20659465333678917
2025-10-19,Rajasthan,Kota,77,0.0,44.0,-0.20304154477304515
2025-10-19,Rajasthan,Nagaur,99,0.0,61.0,-0.1938047957373168
2025-10-19,Rajasthan,Pali,81,0.0,65.0,-0.19968547727994923
2025-10-19,Rajasthan,Pratapgarh,24,0.0,7.0,-0.22494498335314533
2025-10-19,Rajasthan,Rajsamand,39,0.0,21.0,-0.21868918566167656
2025-10-19,Rajasthan,Sawai Madhopur,52,0.0,40.0,-0.2108939475186073
2025-10-19,Rajasthan,Sikar,75,0.0,73.0,-0.20069129843851985
2025-10-19,Rajasthan,Sirohi,63,0.0,33.0,-0.2071453086764959
2025-10-19,Rajasthan,Tonk,38,0.0,47.0,-0.20944602843447602
2025-10-19,Rajasthan,Udaipur,129,0.0,91.0,-0.17910908724667413
2025-10-19,Sikkim,East,4,0.0,8.0,-0.22511314518532033
2025-10-19,Sikkim,East Sikkim,2,0.0,1.0,-0.22772042498871303
2025-10-19,Sikkim,Mangan,1,0.0,0.0,-0.2295016276029896
2025-10-19,Sikkim,North,1,0.0,0.0,-0.2295016276029896
2025-10-19,Sikkim,North Sikkim,5,0.0,0.0,-0.23049724761799567
2025-10-19,Sikkim,South,3,0.0,16.0,-0.2198860124713367
2025-10-19,Sikkim,West,5,0.0,5.0,-0.2233401872309494
2025-10-19,Sikkim,West Sikkim,1,0.0,0.0,-0.2295016276029896
2025-10-19,Tamil Nadu,Ariyalur,9,0.0,5.0,-0.22354243540559
2025-10-19,Tamil Nadu,Chengalpattu,9,0.0,35.0,-0.2131092487208947
2025-10-19,Tamil Nadu,Chennai,108,0.0,103.0,-0.18808902012589512
2025-10-19,Tamil Nadu,Coimbatore,82,0.0,155.0,-0.18777786267406754
2025-10-19,Tamil Nadu,Cuddalore,64,0.0,80.0,-0.20095375942409488
2025-10-19,Tamil Nadu,Dharmapuri,59,0.0,45.0,-0.2060996031618466
2025-10-19,Tamil Nadu,Dindigul,49,0.0,49.0,-0.20963339788053792
2025-10-19,Tamil Nadu,Erode,53,0.0,65.0,-0.20510474842291032
2025-10-19,Tamil Nadu,Kallakurichi,11,0.0,14.0,-0.22159624808421902
2025-10-19,Tamil Nadu,Kancheepuram,169,0.0,141.0,-0.15424886726859927
2025-10-19,Tamil Nadu,Kanniyakumari,32,0.0,76.0,-0.20294070181463464
2025-10-19,Tamil Nadu,Kanyakumari,22,0.0,20.0,-0.2214692372840283
2025-10-19,Tamil Nadu,Karur,32,0.0,40.0,-0.21217866018722914
2025-10-19,Tamil Nadu,Krishnagiri,53,0.0,28.0,-0.21199096330321965
2025-10-19,Tamil Nadu,Madurai,108,0.0,142.0,-0.1849552772294039
2025-10-19,Tamil Nadu,Mayiladuthurai,4,0.0,3.0,-0.22522173802033085
2025-10-19,Tamil Nadu,Nagapattinam,35,0.0,18.0,-0.2185265176681374
2025-10-19,Tamil Nadu,Namakkal,42,0.0,20.0,-0.21768502125157502
2025-10-19,Tamil Nadu,Perambalur,29,0.0,10.0,-0.2217081859361158
2025-10-19,Tamil Nadu,Pudukkottai,59,0.0,45.0,-0.2060996031618466
2025-10-19,Tamil Nadu,Ramanathapuram,34,0.0,27.0,-0.2155372878060708
2025-10-19,Tamil Nadu,Ranipet,1,0.0,7.0,-0.2218611962175588
2025-10-19,Tamil Nadu,Salem,94,0.0,120.0,-0.19014580141581205
2025-10-19,Tamil Nadu,Sivaganga,37,0.0,27.0,-0.2155683169004468
2025-10-19,Tamil Nadu,Tenkasi,10,0.0,17.0,-0.22162925006158252
2025-10-19,Tamil Nadu,Thanjavur,66,0.0,54.0,-0.2031745305721051
2025-10-19,Tamil Nadu,The Nilgiris,28,0.0,17.0,-0.22062870788257832
2025-10-19,Tamil Nadu,Theni,58,0.0,28.0,-0.21081687354961287
2025-10-19,Tamil Nadu,Thiruvallur,5,0.0,4.0,-0.2243020972102363
2025-10-19,Tamil Nadu,Thiruvarur,26,0.0,16.0,-0.22195442134641852
2025-10-19,Tamil Nadu,Thoothukkudi,62,0.0,59.0,-0.20313809503401675
2025-10-19,Tamil Nadu,Tiruchirappalli,95,0.0,73.0,-0.19362669131136356
2025-10-19,Tamil Nadu,Tirunelveli,122,0.0,109.0,-0.17920930863839107
2025-10-19,Tamil Nadu,Tirupattur,13,0.0,12.0,-0.22228186966027474
2025-10-19,Tamil Nadu,Tiruppur,51,0.0,42.0,-0.2101731702745549
2025-10-19,Tamil Nadu,Tiruvallur,149,0.0,173.0,-0.15882487631235404
2025-10-19,Tamil Nadu,Tiruvannamalai,97,0.0,91.0,-0.19162488410681444
2025-10-19,Tamil Nadu,Vellore,117,0.0,112.0,-0.1844899803999312
2025-10-19,Tamil Nadu,Villupuram,75,0.0,44.0,-0.20411473389999213
2025-10-19,Tamil Nadu,Viluppuram,47,0.0,35.0,-0.21377416886304712
2025-10-19,Tamil Nadu,Virudhunagar,52,0.0,41.0,-0.21033443796419088
2025-10-19,Telangana,Adilabad,54,0.0,29.0,-0.21119566518347604
2025-10-19,Telangana,Bhadradri Kothagudem,55,0.0,45.0,-0.20665638634160827
2025-10-19,Telangana,Hanumakonda,26,0.0,60.0,-0.20930112553035546
2025-10-19,Telangana,Hyderabad,428,0.0,318.0,-0.008046393654965511
2025-10-19,Telangana,Jagitial,19,0.0,7.0,-0.2248521682449368
2025-10-19,Telangana,Jangaon,9,0.0,6.0,-0.22456151059670704
2025-10-19,Telangana,Jangoan,27,0.0,25.0,-0.22043710066144034
2025-10-19,Telangana,Jayashankar Bhupalpally,22,0.0,5.0,-0.2245480059829177
2025-10-19,Telangana,Jogulamba Gadwal,36,0.0,66.0,-0.20697578651861415
2025-10-19,Telangana,K.v. Rangareddy,383,0.0,567.0,0.02137057782816898
2025-10-19,Telangana,Kamareddy,16,0.0,61.0,-0.20888415763935753
2025-10-19,Telangana,Karimnagar,132,0.0,145.0,-0.17324443510942916
2025-10-19,Telangana,Khammam,68,0.0,100.0,-0.19659384644670086
2025-10-19,Telangana,Komaram Bheem,14,0.0,198.0,-0.16365406352312756
2025-10-19,Telangana,Mahabubabad,31,0.0,97.0,-0.19763380034820677
2025-10-19,Telangana,Mahabubnagar,176,0.0,197.0,-0.14002961856170898
2025-10-19,Telangana,Mancherial,35,0.0,51.0,-0.20985516788262387
2025-10-19,Telangana,Medak,201,0.0,85.0,-0.13792063524726944
2025-10-19,Telangana,Medchal-malkajgiri,104,0.0,228.0,-0.1631458491748372
2025-10-19,Telangana,Medchal−malkajgiri,12,0.0,17.0,-0.2217643887253103
2025-10-19,Telangana,Mulugu,19,0.0,14.0,-0.2227835877034643
2025-10-19,Telangana,Nagarkurnool,18,0.0,20.0,-0.2214026993574847
2025-10-19,Telangana,Nalgonda,123,0.0,82.0,-0.18435048281660055
2025-10-19,Telangana,Narayanpet,18,0.0,66.0,-0.2073550612725122
2025-10-19,Telangana,Nirmal,23,0.0,36.0,-0.21722608668957477
2025-10-19,Telangana,Nizamabad,118,0.0,128.0,-0.1823398776102696
2025-10-19,Telangana,Peddapalli,11,0.0,32.0,-0.213665767853697
2025-10-19,Telangana,Rajanna Sircilla,20,0.0,49.0,-0.211497424585261
2025-10-19,Telangana,Rangareddy,9,0.0,2.0,-0.22587053892777015
2025-10-19,Telangana,Sangareddy,52,0.0,122.0,-0.19750815536534888
2025-10-19,Telangana,Siddipet,30,0.0,178.0,-0.1787529559103731
2025-10-19,Telangana,Suryapet,35,0.0,191.0,-0.17531086426916298
2025-10-19,Telangana,Vikarabad,43,0.0,149.0,-0.1892592068204378
2025-10-19,Telangana,Wanaparthy,37,0.0,42.0,-0.2116067940069405
2025-10-19,Telangana,Warangal,43,0.0,60.0,-0.20663818539897993
2025-10-19,Telangana,Warangal Rural,16,0.0,25.0,-0.22348433290253722
2025-10-19,Telangana,Warangal Urban,23,0.0,1.0,-0.22716024621801817
2025-10-19,Telangana,Yadadri.,26,0.0,101.0,-0.19982217856439272
2025-10-19,Tripura,Dhalai,13,0.0,37.0,-0.2149149084614147
2025-10-19,Tripura,Gomati,12,0.0,0.0,-0.23065729915902616
2025-10-19,Tripura,Khowai,5,0.0,0.0,-0.23049724761799567
2025-10-19,Tripura,North Tripura,15,0.0,1.0,-0.22687546735713537
2025-10-19,Tripura,Sepahijala,15,0.0,5.0,-0.22481572634393804
2025-10-19,Tripura,South Tripura,26,0.0,18.0,-0.22080124833635972
2025-10-19,Tripura,Unakoti,11,0.0,10.0,-0.22207253769483937
2025-10-19,Tripura,West Tripura,41,0.0,57.0,-0.20797263299573093
2025-10-19,Uttar Pradesh,Agra,284,0.0,85.0,-0.09000828326636273
2025-10-19,Uttar Pradesh,Aligarh,204,0.0,160.0,-0.13076302773318738
2025-10-19,Uttar Pradesh,Allahabad,247,0.0,346.0,-0.08064470151661185
2025-10-19,Uttar Pradesh,Ambedkar Nagar,130,0.0,163.0,-0.1703395042655484
2025-10-19,Uttar Pradesh,Amethi,136,0.0,29.0,-0.18339227165693067
2025-10-19,Uttar Pradesh,Amroha,137,0.0,21.0,-0.18408617458098425
2025-10-19,Uttar Pradesh,Auraiya,41,0.0,39.0,-0.21414044178628583
2025-10-19,Uttar Pradesh,Ayodhya,16,0.0,14.0,-0.224555118181533
2025-10-19,Uttar Pradesh,Azamgarh,299,0.0,285.0,-0.0613451895388239
2025-10-19,Uttar Pradesh,Baghpat,83,0.0,109.0,-0.19399433654423254
2025-10-19,Uttar Pradesh,Bahraich,436,0.0,101.0,-0.03551245963199667
2025-10-19,Uttar Pradesh,Ballia,185,0.0,69.0,-0.14667775235815772
2025-10-19,Uttar Pradesh,Balrampur,226,0.0,78.0,-0.12505415322214614
2025-10-19,Uttar Pradesh,Banda,85,0.0,107.0,-0.19150823691336044
2025-10-19,Uttar Pradesh,Bara Banki,163,0.0,49.0,-0.16326333146347455
2025-10-19,Uttar Pradesh,Barabanki,16,0.0,1.0,-0.22815456741926504
2025-10-19,Uttar Pradesh,Bareilly,308,0.0,105.0,-0.07315079160188559
2025-10-19,Uttar Pradesh,Basti,190,0.0,122.0,-0.14052115132070275
2025-10-19,Uttar Pradesh,Bhadohi,20,0.0,14.0,-0.2232476147965124
2025-10-19,Uttar Pradesh,Bijnor,391,0.0,203.0,-0.038032628191587925
2025-10-19,Uttar Pradesh,Budaun,115,0.0,183.0,-0.17530959285041747
2025-10-19,Uttar Pradesh,Bulandshahar,1,0.0,1.0,-0.22530151363438605
2025-10-19,Uttar Pradesh,Bulandshahr,186,0.0,107.0,-0.14187730259341474
2025-10-19,Uttar Pradesh,Chandauli,70,0.0,151.0,-0.1877117246110641
2025-10-19,Uttar Pradesh,Chitrakoot,96,0.0,0.0,-0.21080677020898708
2025-10-19,Uttar Pradesh,Deoria,154,0.0,169.0,-0.1550355327227853
2025-10-19,Uttar Pradesh,Etah,77,0.0,150.0,-0.18890182375015618
2025-10-19,Uttar Pradesh,Etawah,73,0.0,62.0,-0.20064771831992245
2025-10-19,Uttar Pradesh,Faizabad,123,0.0,74.0,-0.1855590071304708
2025-10-19,Uttar Pradesh,Farrukhabad,69,0.0,76.0,-0.19903236785550743
2025-10-19,Uttar Pradesh,Fatehpur,106,0.0,77.0,-0.1918590575963363
2025-10-19,Uttar Pradesh,Firozabad,92,0.0,173.0,-0.1799973422326553
2025-10-19,Uttar Pradesh,Gautam Buddha Nagar,162,0.0,52.0,-0.16201769091891982
2025-10-19,Uttar Pradesh,Ghaziabad,230,0.0,120.0,-0.11816663125779098
2025-10-19,Uttar Pradesh,Ghazipur,150,0.0,159.0,-0.16162093388118942
2025-10-19,Uttar Pradesh,Gonda,201,0.0,96.0,-0.13707638416692197
2025-10-19,Uttar Pradesh,Gorakhpur,291,0.0,324.0,-0.059440955676960505
2025-10-19,Uttar Pradesh,Hamirpur,44,0.0,8.0,-0.22097694653729755
2025-10-19,Uttar Pradesh,Hapur,61,0.0,0.0,-0.21993193416621126
2025-10-19,Uttar Pradesh,Hardoi,202,0.0,214.0,-0.12672430074904684
2025-10-19,Uttar Pradesh,Hathras,75,0.0,47.0,-0.20299205760669659
2025-10-19,Uttar Pradesh,Jalaun,60,0.0,33.0,-0.20778063270565883
2025-10-19,Uttar Pradesh,Jaunpur,254,0.0,125.0,-0.10444354363009545
2025-10-19,Uttar Pradesh,Jhansi,90,0.0,48.0,-0.19732066059708764
2025-10-19,Uttar Pradesh,Jyotiba Phule Nagar,2,0.0,0.0,-0.23210581962812715
2025-10-19,Uttar Pradesh,Kannauj,71,0.0,123.0,-0.1937255307823728
2025-10-19,Uttar Pradesh,Kanpur Dehat,57,0.0,40.0,-0.2093649487774782
2025-10-19,Uttar Pradesh,Kanpur Nagar,204,0.0,92.0,-0.13646912063143468
2025-10-19,Uttar Pradesh,Kasganj,59,0.0,30.0,-0.2102018293837189
2025-10-19,Uttar Pradesh,Kaushambi,94,0.0,102.0,-0.1898623609230623
2025-10-19,Uttar Pradesh,Kheri,283,0.0,116.0,-0.0875823033902578
2025-10-19,Uttar Pradesh,Kushinagar,186,0.0,163.0,-0.13891514745142586
2025-10-19,Uttar Pradesh,Kushinagar *,1,0.0,0.0,-0.2295016276029896
2025-10-19,Uttar Pradesh,Lalitpur,47,0.0,0.0,-0.22556016984565208
2025-10-19,Uttar Pradesh,Lucknow,330,0.0,218.0,-0.05716431743203121
2025-10-19,Uttar Pradesh,Maharajganj,166,0.0,187.0,-0.14860133379830953
2025-10-19,Uttar Pradesh,Mahoba,59,0.0,24.0,-0.21309676096369318
2025-10-19,Uttar Pradesh,Mainpuri,97,0.0,119.0,-0.19067566451990547
2025-10-19,Uttar Pradesh,Mathura,149,0.0,113.0,-0.1670121060517718
2025-10-19,Uttar Pradesh,Mau,136,0.0,184.0,-0.16616777042409137
2025-10-19,Uttar Pradesh,Meerut,298,0.0,260.0,-0.06510791369581115
2025-10-19,Uttar Pradesh,Mirzapur,137,0.0,25.0,-0.18494023561554918
2025-10-19,Uttar Pradesh,Moradabad,212,0.0,91.0,-0.13528130439633096
2025-10-19,Uttar Pradesh,Muzaffarnagar,209,0.0,140.0,-0.1304834156672578
2025-10-19,Uttar Pradesh,Pilibhit,96,0.0,66.0,-0.19491367610339544
2025-10-19,Uttar Pradesh,Pratapgarh,191,0.0,138.0,-0.13793569518589377
2025-10-19,Uttar Pradesh,Prayagraj,36,0.0,29.0,-0.21555384992784182
2025-10-19,Uttar Pradesh,Rae Bareli,171,0.0,68.0,-0.15830725703274828
2025-10-19,Uttar Pradesh,Rampur,190,0.0,5.0,-0.14752607866943934
2025-10-19,Uttar Pradesh,Saharanpur,263,0.0,77.0,-0.10220944118408054
2025-10-19,Uttar Pradesh,Sambhal,133,0.0,1.0,-0.1931805408814692
2025-10-19,Uttar Pradesh,Sant Kabir Nagar,149,0.0,81.0,-0.1710379336005387
2025-10-19,Uttar Pradesh,Sant Ravidas Nagar,71,0.0,11.0,-0.20957177486336104
2025-10-19,Uttar Pradesh,Shahjahanpur,154,0.0,201.0,-0.14931835948699146
2025-10-19,Uttar Pradesh,Shamli,138,0.0,111.0,-0.1732527171921887
2025-10-19,Uttar Pradesh,Shrawasti,77,0.0,101.0,-0.19650629558374216
2025-10-19,Uttar Pradesh,Siddharthnagar,163,0.0,128.0,-0.1568640481025355
2025-10-19,Uttar Pradesh,Sitapur,208,0.0,97.0,-0.13435342704139208
2025-10-19,Uttar Pradesh,Sonbhadra,63,0.0,29.0,-0.20871657826606183
2025-10-19,Uttar Pradesh,Sultanpur,143,0.0,69.0,-0.1755157668278508
2025-10-19,Uttar Pradesh,Unnao,165,0.0,96.0,-0.15819359708476105
2025-10-19,Uttar Pradesh,Varanasi,213,0.0,117.0,-0.13284646193987426
2025-10-19,Uttarakhand,Almora,29,0.0,22.0,-0.22010086831882525
2025-10-19,Uttarakhand,Bageshwar,12,0.0,6.0,-0.22476002224910835
2025-10-19,Uttarakhand,Chamoli,14,0.0,10.0,-0.2222095391941344
2025-10-19,Uttarakhand,Champawat,16,0.0,5.0,-0.2259186534418151
2025-10-19,Uttarakhand,Dehradun,89,0.0,55.0,-0.19617939519397143
2025-10-19,Uttarakhand,Garhwal,3,0.0,0.0,-0.23201167551561747
2025-10-19,Uttarakhand,Hardwar,2,0.0,2.0,-0.22733438188323762
2025-10-19,Uttarakhand,Haridwar,102,0.0,0.0,-0.21086696489889828
2025-10-19,Uttarakhand,Nainital,59,0.0,7.0,-0.21586458158816707
2025-10-19,Uttarakhand,Pauri Garhwal,43,0.0,7.0,-0.22046890889571719
2025-10-19,Uttarakhand,Pithoragarh,13,0.0,0.0,-0.2301390081455449
2025-10-19,Uttarakhand,Rudraprayag,17,0.0,9.0,-0.2253449878709795
2025-10-19,Uttarakhand,Tehri Garhwal,41,0.0,37.0,-0.21389009036381296
2025-10-19,Uttarakhand,Udham Singh Nagar,84,0.0,167.0,-0.1826973985713054
2025-10-19,Uttarakhand,Uttarkashi,15,0.0,0.0,-0.23115636913644888
2025-10-19,West Bengal,Alipurduar,15,0.0,4.0,-0.22549071442081142
2025-10-19,West Bengal,Bankura,228,0.0,103.0,-0.12075433282806725
2025-10-19,West Bengal,Barddhaman,310,0.0,315.0,-0.051150469822010436
2025-10-19,West Bengal,Bardhaman,35,0.0,13.0,-0.21994584453715382
2025-10-19,West Bengal,Birbhum,375,0.0,279.0,-0.029898662840518786
2025-10-19,West Bengal,Cooch Behar,285,0.0,118.0,-0.08399795790133441
2025-10-19,West Bengal,Dakshin Dinajpur,215,0.0,61.0,-0.13520216468772178
2025-10-19,West Bengal,Darjeeling,59,0.0,56.0,-0.20562872685232503
2025-10-19,West Bengal,Darjiling,11,0.0,3.0,-0.2234084643224687
2025-10-19,West Bengal,East Midnapore,49,0.0,27.0,-0.21403984176648144
2025-10-19,West Bengal,Haora,85,0.0,132.0,-0.18857249644781438
2025-10-19,West Bengal,Hooghly,425,0.0,274.0,-0.014270677396894027
2025-10-19,West Bengal,Howrah,331,0.0,153.0,-0.061412263836050196
2025-10-19,West Bengal,Hugli,3,0.0,1.0,-0.22779944294179094
2025-10-19,West Bengal,Jalpaiguri,159,0.0,257.0,-0.13657659104680275
2025-10-19,West Bengal,Jhargram,12,0.0,7.0,-0.22432441576382806
2025-10-19,West Bengal,Kalimpong,5,0.0,6.0,-0.22424164446739886
2025-10-19,West Bengal,Koch Bihar,89,0.0,43.0,-0.19892341004418945
2025-10-19,West Bengal,Kolkata,169,0.0,64.0,-0.16009955537469567
2025-10-19,West Bengal,Malda,403,0.0,272.0,-0.02579426108720273
2025-10-19,West Bengal,Maldah,33,0.0,28.0,-0.2152701963360208
2025-10-19,West Bengal,Medinipur,1,0.0,1.0,-0.22530151363438605
2025-10-19,West Bengal,Murshidabad,761,0.0,375.0,0.06470548214550498
2025-10-19,West Bengal,Nadia,264,0.0,269.0,-0.08142954067653474
2025-10-19,West Bengal,North 24 Parganas,541,0.0,313.0,0.01966171642616399
2025-10-19,West Bengal,North Dinajpur,2,0.0,9.0,-0.22386763926961406
2025-10-19,West Bengal,North Twenty Four Parganas,33,0.0,35.0,-0.21388560387528616
2025-10-19,West Bengal,Paschim Bardhaman,27,0.0,16.0,-0.22127287768682702
2025-10-19,West Bengal,Paschim Medinipur,337,0.0,143.0,-0.060370685826655
2025-10-19,West Bengal,Purba Bardhaman,54,0.0,22.0,-0.21346645304431616
2025-10-19,West Bengal,Purba Medinipur,347,0.0,55.0,-0.06609047671923651
2025-10-19,West Bengal,Purulia,14,0.0,6.0,-0.22446147873486805
2025-10-19,West Bengal,Puruliya,222,0.0,82.0,-0.1269765448403785
2025-10-19,West Bengal,South 24 Parganas,928,0.0,510.0,0.09038833820838399
2025-10-19,West Bengal,South 24 parganas,2,0.0,0.0,-0.23210581962812715
2025-10-19,West Bengal,South Dinajpur,9,0.0,5.0,-0.22354243540559
2025-10-19,West Bengal,South Twenty Four Parganas,125,0.0,67.0,-0.1835924351741845
2025-10-19,West Bengal,Uttar Dinajpur,586,0.0,1557.0,0.1541307516271151
2025-10-19,West Bengal,West Midnapore,32,0.0,41.0,-0.2116997490409569
2025-10-20,Andaman & Nicobar Islands,South Andaman,1,0.0,0.0,-0.2295016276029896
2025-10-20,Andhra Pradesh,Adilabad,5,0.0,21.0,-0.21890223303470008
2025-10-20,Andhra Pradesh,Alluri Sitharama Raju,4,0.0,2.0,-0.22698603022885
2025-10-20,Andhra Pradesh,Anakapalli,3,0.0,12.0,-0.22119482673417995
2025-10-20,Andhra Pradesh,Anantapur,7,0.0,32.0,-0.2138182811227029
2025-10-20,Andhra Pradesh,Ananthapur,4,0.0,17.0,-0.21978299853320982
2025-10-20,Andhra Pradesh,Ananthapuramu,10,0.0,9.0,-0.22415876239222499
2025-10-20,Andhra Pradesh,Annamayya,1,0.0,21.0,-0.213017659766094
2025-10-20,Andhra Pradesh,Bapatla,1,0.0,8.0,-0.222057976542889
2025-10-20,Andhra Pradesh,Chittoor,16,0.0,64.0,-0.20819395224355675
2025-10-20,Andhra Pradesh,Cuddapah,20,0.0,22.0,-0.22195100612632696
2025-10-20,Andhra Pradesh,East Godavari,20,0.0,41.0,-0.21365174676542492
2025-10-20,Andhra Pradesh,Eluru,1,0.0,2.0,-0.22499524240983504
2025-10-20,Andhra Pradesh,Guntur,34,0.0,38.0,-0.21411578851161828
2025-10-20,Andhra Pradesh,Hyderabad,8,0.0,32.0,-0.21414540171774543
2025-10-20,Andhra Pradesh,Kakinada,3,0.0,33.0,-0.21020056910728063
2025-10-20,Andhra Pradesh,Karimnagar,3,0.0,5.0,-0.2247369140625629
2025-10-20,Andhra Pradesh,Khammam,5,0.0,9.0,-0.22344250366272395
2025-10-20,Andhra Pradesh,Krishna,16,0.0,44.0,-0.21309547075928365
2025-10-20,Andhra Pradesh,Kurnool,39,0.0,53.0,-0.20788476108677978
2025-10-20,Andhra Pradesh,Mahabub Nagar,3,0.0,3.0,-0.22565146478390974
2025-10-20,Andhra Pradesh,Mahbubnagar,1,0.0,3.0,-0.22282155023566613
2025-10-20,Andhra Pradesh,N. T. R,3,0.0,25.0,-0.21666285894014237
2025-10-20,Andhra Pradesh,Nalgonda,4,0.0,13.0,-0.2213002810584253
2025-10-20,Andhra Pradesh,Nandyal,2,0.0,9.0,-0.22386763926961406
2025-10-20,Andhra Pradesh,Nellore,17,0.0,20.0,-0.2231607507451407
2025-10-20,Andhra Pradesh,Nizamabad,3,0.0,5.0,-0.2247369140625629
2025-10-20,Andhra Pradesh,Palnadu,2,0.0,16.0,-0.21941858318772473
2025-10-20,Andhra Pradesh,Prakasam,20,0.0,93.0,-0.19835199808258136
2025-10-20,Andhra Pradesh,Rangareddi,4,0.0,17.0,-0.21978299853320982
2025-10-20,Andhra Pradesh,Sri Potti Sriramulu Nellore,1,0.0,9.0,-0.22074752070665077
2025-10-20,Andhra Pradesh,Srikakulam,11,0.0,64.0,-0.2022432102193072
2025-10-20,Andhra Pradesh,Tirupati,7,0.0,13.0,-0.22298247928755777
2025-10-20,Andhra Pradesh,Visakhapatnam,19,0.0,68.0,-0.20610425739432947
2025-10-20,Andhra Pradesh,Vizianagaram,12,0.0,24.0,-0.22092080316756219
2025-10-20,Andhra Pradesh,Warangal,3,0.0,8.0,-0.22533678046265804
2025-10-20,Andhra Pradesh,West Godavari,18,0.0,46.0,-0.2105088301806019
2025-10-20,Arunachal Pradesh,Changlang,3,0.0,5.0,-0.2247369140625629
2025-10-20,Arunachal Pradesh,East Kameng,1,0.0,1.0,-0.22530151363438605
2025-10-20,Arunachal Pradesh,Kurung Kumey,2,0.0,0.0,-0.23210581962812715
2025-10-20,Arunachal Pradesh,Namsai,2,0.0,0.0,-0.23210581962812715
2025-10-20,Arunachal Pradesh,Papum Pare,5,0.0,4.0,-0.2243020972102363
2025-10-20,Arunachal Pradesh,Upper Subansiri,1,0.0,1.0,-0.22530151363438605
2025-10-20,Arunachal Pradesh,West Kameng,1,0.0,0.0,-0.2295016276029896
2025-10-20,Arunachal Pradesh,West Siang,1,0.0,0.0,-0.2295016276029896
2025-10-20,Assam,Baksa,10,0.0,20.0,-0.22061853860303537
2025-10-20,Assam,Barpeta,33,0.0,0.0,-0.22689179914323576
2025-10-20,Assam,Biswanath,9,0.0,41.0,-0.20921867253101012
2025-10-20,Assam,Bongaigaon,9,0.0,17.0,-0.2208695315922794
2025-10-20,Assam,Cachar,45,0.0,18.0,-0.21634938034960116
2025-10-20,Assam,Charaideo,3,0.0,16.0,-0.2198860124713367
2025-10-20,Assam,Chirang,7,0.0,35.0,-0.2134405235677856
2025-10-20,Assam,Darrang,43,0.0,1.0,-0.2220313530646465
2025-10-20,Assam,Dhemaji,10,0.0,0.0,-0.23061444628070027
2025-10-20,Assam,Dhubri,38,0.0,32.0,-0.21382375476300558
2025-10-20,Assam,Dibrugarh,10,0.0,24.0,-0.22041206404994917
2025-10-20,Assam,Goalpara,14,0.0,5.0,-0.22344209955568844
2025-10-20,Assam,Golaghat,14,0.0,4.0,-0.22411985461342754
2025-10-20,Assam,Hailakandi,15,0.0,1.0,-0.22687546735713537
2025-10-20,Assam,Hojai,25,0.0,54.0,-0.20977861449790952
2025-10-20,Assam,Jorhat,16,0.0,4.0,-0.22659141982484693
2025-10-20,Assam,Kamrup,31,0.0,16.0,-0.21976512968929868
